WKT;id;calle;tipo_calle;codigo_calle;id_eje;sm;lado;altura;paridad;regla_general_id;regla_general;horario_regla_general_id;horario_regla_general;normativa_id;normativa;horario_normativa_id;horario_normativa;tarifa
"MULTILINESTRING ((-58.4594273971802 -34.5466092627456,-58.4598811624399 -34.5459881343755))";47412;ARRIBEÃOS;CALLE;1121;440;27-077;izquierdo;3402 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4607577212708 -34.5464266739205,-58.4607218789843 -34.5464764114151,-58.4603033647214 -34.5470476897249))";47413;11 DE SEPTIEMBRE DE 1888;CALLE;16025;474;27-077;izquierdo;3402 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4599984554255 -34.5458317273873,-58.4604631066571 -34.5451957798031))";47414;ARRIBEÃOS;CALLE;1121;391;27-078;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4607781007519 -34.5462886820552,-58.4607309152915 -34.5462649981239,-58.4600144452138 -34.5459066577237))";47415;NUÃEZ;CALLE;14031;422;27-078;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4613330895292 -34.5456290949591,-58.4608721191486 -34.546268707943))";47416;11 DE SEPTIEMBRE DE 1888;CALLE;16025;423;27-078;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4536433337162 -34.5520974915617,-58.454580848087 -34.5526132361491))";47417;"UGARTE, MANUEL";CALLE;22020;1119;27-080;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4539107173596 -34.5533960144091,-58.4529815076232 -34.5528649411436))";47418;ROOSEVELT FRANKLIN D.;CALLE;19083;1221;27-080;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4562675890115 -34.5493194432794,-58.4563216580763 -34.5493472491232,-58.4570046188532 -34.5496975135862))";47419;IBERA;CALLE;9004;754;27-083;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4573463666264 -34.5478299861458,-58.458109895156 -34.5482141992666))";47420;CAMPOS SALLES;CALLE;3044;570;27-085;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.457586792399 -34.5489270754397,-58.4568327241134 -34.5485445497757))";47421;GUAYRA;CALLE;7097;660;27-085;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4582154814739 -34.5461504169283,-58.4591855731264 -34.5466360427758))";47422;AZURDUY JUANA;CALLE;1151;439;27-087;izquierdo;1502 - 1600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4527313972931 -34.552891027653,-58.4522128473782 -34.5534919660074,-58.4521582005976 -34.5535553660487))";47423;MONTAÃESES;CALLE;13110;1240;27-090;izquierdo;2502 - 2600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4524113546857 -34.5514187304134,-58.4534057755051 -34.5519658138201))";47424;"UGARTE, MANUEL";CALLE;22020;1038;27-091;izquierdo;1502 - 1600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4527835428648 -34.5527403945932,-58.4517862335666 -34.5521704912041))";47425;ROOSEVELT FRANKLIN D.;CALLE;19083;1143;27-091;izquierdo;1502 - 1600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.453444347763 -34.552064137445,-58.4528735125895 -34.5527256829746))";47426;MONTAÃESES;CALLE;13110;1144;27-091;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4541671273451 -34.5512284598166,-58.4541362438616 -34.5512627927718,-58.4535875855349 -34.5518986445129))";47427;MONTAÃESES;CALLE;13110;1039;27-092;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4551260836559 -34.5487308585324,-58.455993636072 -34.5491788240175,-58.4560163463852 -34.5491905300078))";47428;IBERA;CALLE;9004;696;27-094;izquierdo;1502 - 1600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4699350954329 -34.5369688672975,-58.4693697001572 -34.5367194220337,-58.4693636179263 -34.5367167846024))";47429;"PAZ, GRAL. AV.";AVENIDA;17041;18;29-078;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.3906107974381 -34.6328274235143,-58.3904714160686 -34.6339939432956))";47430;ENTRE RIOS AV.;AVENIDA;5061;18414;24-098;derecho;2101 - 2199;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.3907495469618 -34.6316690917671,-58.390657959927 -34.6324372411121,-58.3906410955401 -34.6325781091372))";47431;ENTRE RIOS AV.;AVENIDA;5061;17978;24-099;derecho;2001 - 2099;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.3908712841171 -34.630637564472,-58.3907748196628 -34.6314467547995))";47432;ENTRE RIOS AV.;AVENIDA;5061;17641;24-100;derecho;1901 - 1999;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4566474231293 -34.5484550365467,-58.4558700778706 -34.5480607287063))";47433;GUAYRA;CALLE;7097;604;27-096;izquierdo;1502 - 1600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4515384304678 -34.5508736531931,-58.4520902308217 -34.5512280843479))";47434;"BARILARI, ATILIO S., ALTE.";CALLE;2025;956;27-099;izquierdo;1402 - 1500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4636221065328 -34.5426769817134,-58.4638570006208 -34.5427965331513))";47435;VILELA;CALLE;23062;202;29-082A;izquierdo;1702 - 1730;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.449251778401 -34.5510471713186,-58.4487629925313 -34.5515693799319))";47436;"SOURIGUES, CARLOS, CNEL.";CALLE;20111;996;27-103;izquierdo;2502 - 2600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.449898412455 -34.5503550495807,-58.4493794646599 -34.55090965254))";47437;"SOURIGUES, CARLOS, CNEL.";CALLE;20111;916;27-106;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4639787309998 -34.5436617852446,-58.4639430042835 -34.5436436718584,-58.4632266205682 -34.5432784862131))";47438;PAROISSIEN;CALLE;17024;258;29-082A;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4653847784981 -34.5403749493304,-58.4660665836229 -34.5407217825458,-58.4661356500875 -34.5407567104675))";47439;CORREA;CALLE;3169;99;29-086;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4659602487946 -34.5395764265227,-58.4667517924006 -34.5399787268234))";47440;RAMALLO;CALLE;19002;75;29-087A;derecho;1701 - 1799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4507028672017 -34.5503231036341,-58.4513776566043 -34.5507638578862))";47441;"BARILARI, ATILIO S., ALTE.";CALLE;2025;893;27-108;izquierdo;1302 - 1400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4691618385333 -34.5366299129809,-58.4689978839836 -34.536556136654,-58.468420502593 -34.5362990537336))";47442;"PAZ, GRAL. AV.";AVENIDA;17041;13;29-091;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4649703461177 -34.5390747742232,-58.4657793095718 -34.5394859259175))";47443;RAMALLO;CALLE;19002;64;29-102;derecho;1601 - 1699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4675517254428 -34.5372115807983,-58.4678432074922 -34.5364951573394))";47444;11 DE SEPTIEMBRE DE 1888;CALLE;16025;22;29-105;derecho;4701 - 4799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4679836999789 -34.5360961737042,-58.4675860288602 -34.5359487964481,-58.4674064325744 -34.5359409632423,-58.4673381653104 -34.5359508575951,-58.4672979100944 -34.5359980611708))";47445;"PAZ, GRAL. AV.";AVENIDA;17041;8;29-106;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4146573385474 -34.6304669996076,-58.4157816237971 -34.6307529668829))";47446;VENIALVO;CALLE;23034;17424;30-001;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4146569267493 -34.6304100021282,-58.4157812112289 -34.6306959694093))";47447;VENIALVO;CALLE;23034;17424;30-002;derecho;3501 - 3599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4159521389061 -34.6255002197633,-58.4157706923424 -34.6254744532047,-58.4148249954102 -34.6253664639919))";47448;SAN JUAN AV.;AVENIDA;20040;15927;30-006;derecho;3501 - 3599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4478618879269 -34.5492250453884,-58.4484621203756 -34.5491345260877))";47449;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;691;27-112;izquierdo;2702 - 2770;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4158299833786 -34.63079227659,-58.4158564864466 -34.631288686386))";47450;BOEDO AV.;AVENIDA;2087;17588;30-001;izquierdo;1452 - 1500;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4157992235192 -34.6302116721771,-58.4158081227723 -34.630416681246,-58.4158221191809 -34.6306791770106))";47451;BOEDO AV.;AVENIDA;2087;17425;30-002;izquierdo;1402 - 1450;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4158310331075 -34.6290600218014,-58.4158119177077 -34.6299376742114,-58.4158163562896 -34.6300398967221))";47452;BOEDO AV.;AVENIDA;2087;17252;30-003;izquierdo;1302 - 1400;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4158610083457 -34.6279758195517,-58.415854665111 -34.6281068712555,-58.415838880318 -34.6288371536934))";47453;BOEDO AV.;AVENIDA;2087;16910;30-004;izquierdo;1202 - 1300;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.415834492399 -34.6270286121484,-58.4158331531537 -34.6270461033494,-58.4157983030019 -34.62776840849))";47454;BOEDO AV.;AVENIDA;2087;16618;30-005;izquierdo;1102 - 1200;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4159913553591 -34.6255783293987,-58.4158987975318 -34.6267882787421))";47455;BOEDO AV.;AVENIDA;2087;16342;30-006;izquierdo;1002 - 1100;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4160655465817 -34.624650486316,-58.416013430814 -34.6253353189395))";47456;BOEDO AV.;AVENIDA;2087;15928;30-007;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4161170896941 -34.6239737685473,-58.4161124204056 -34.6240425224836,-58.4160715027673 -34.6244958517706))";47457;BOEDO AV.;AVENIDA;2087;15548;30-008;izquierdo;902 - 930;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4486102760896 -34.5491114549364,-58.4491928711016 -34.5490236342086))";47458;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;674;27-113;izquierdo;2772 - 2860;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4492394431579 -34.5490995161661,-58.449441315132 -34.5500149977041))";47459;"GARCIA, MANUEL J., ALTE.";CALLE;7031;808;27-113;izquierdo;1102 - 1200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4145741909113 -34.6253374150746,-58.4138507025282 -34.6252548416903,-58.4136794369421 -34.6252358171619))";47460;SAN JUAN AV.;AVENIDA;20040;15893;30-015;derecho;3401 - 3499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4164421742356 -34.6211193320921,-58.4163284527955 -34.6222947389078))";47461;BOEDO AV.;AVENIDA;2087;15078;30-010;izquierdo;702 - 800;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4493365276387 -34.5490021304544,-58.4499057751534 -34.5489162766744))";47462;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;657;27-114;izquierdo;2862 - 2910;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4501848939882 -34.5488750371943,-58.4507483641628 -34.5487900637543))";47463;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;645;27-115;izquierdo;2912 - 2950;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4092784308134 -34.6174862810032,-58.4082549792014 -34.6174354003342))";47464;AGRELO;CALLE;1018;13744;28-044;izquierdo;3002 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4134190854102 -34.6252075660531,-58.4132652816563 -34.6251904513989,-58.412236745232 -34.6250697664047))";47465;SAN JUAN AV.;AVENIDA;20040;15845;30-025;derecho;3301 - 3399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.45089166143 -34.5487681640468,-58.4514767710383 -34.548679938296))";47466;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;634;27-116;izquierdo;2952 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4517121276709 -34.5497534261349,-58.4511274873997 -34.5498418784013))";47467;"HERNANDEZ, RAFAEL";CALLE;8012;776;27-116;izquierdo;2824 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4516132155773 -34.5486601432025,-58.4521077623943 -34.548585539855))";47468;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;619;27-117;izquierdo;3002 - 3050;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.452346255258 -34.5496577738272,-58.4518487062318 -34.5497329975783))";47469;"HERNANDEZ, RAFAEL";CALLE;8012;763;27-117;izquierdo;2902 - 2926;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4522280690573 -34.5485669273016,-58.45270395782 -34.5484951931535))";47470;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;609;27-118;izquierdo;3052 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4529399844981 -34.5495699886843,-58.4524670858308 -34.5496415549863))";47471;"HERNANDEZ, RAFAEL";CALLE;8012;751;27-118;izquierdo;2928 - 2970;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4528133443993 -34.5484784469035,-58.4532136512419 -34.5484180848086))";47472;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;597;27-119;izquierdo;3102 - 3150;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4534479792992 -34.5494910575048,-58.453048620756 -34.5495514204364))";47473;"HERNANDEZ, RAFAEL";CALLE;8012;739;27-119;izquierdo;2972 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4533073459766 -34.5484044794752,-58.4535689124694 -34.5483650318757))";47474;"RICCHERI, PABLO, TTE. GRAL.";CALLE;19032;583;27-120;izquierdo;3152 - 3200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4535140086851 -34.5494079924878,-58.45331420432 -34.5484927994529))";47475;"PRINS, ENRIQUE";CALLE;17124;726;27-120;izquierdo;1402 - 1500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4538953811371 -34.5494203133246,-58.4535604643525 -34.5494799859135))";47476;"HERNANDEZ, RAFAEL";CALLE;8012;727;27-120;izquierdo;3002 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4489874719588 -34.5479542917345,-58.4491895425397 -34.5488706189748))";47477;"GARCIA, MANUEL J., ALTE.";CALLE;7031;656;27-124;izquierdo;1002 - 1100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4481927716606 -34.5479181973433,-58.4475892112658 -34.5480087712504))";47478;"BAVIO, ERNESTO A.";CALLE;2037;557;27-133;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4487547646053 -34.5469068602163,-58.4489388685148 -34.547741944489))";47479;"GARCIA, MANUEL J., ALTE.";CALLE;7031;535;27-134;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4489248194496 -34.5478081098502,-58.4483415517858 -34.5478956475384))";47480;"BAVIO, ERNESTO A.";CALLE;2037;545;27-134;izquierdo;2902 - 2950;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4496382522115 -34.5477006189688,-58.4490683999558 -34.547786133413))";47481;"BAVIO, ERNESTO A.";CALLE;2037;536;27-135;izquierdo;2952 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4504811129572 -34.547573658612,-58.4499165439715 -34.547658368497))";47482;"BAVIO, ERNESTO A.";CALLE;2037;530;27-136;izquierdo;3002 - 3050;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4498226275393 -34.5476299205068,-58.4497133034004 -34.5476463234762))";47483;"BAVIO, ERNESTO A.";CALLE;2037;27856;27-136Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4512099890966 -34.5474642357476,-58.4506244111447 -34.5475521221537))";47484;"BAVIO, ERNESTO A.";CALLE;2037;519;27-137;izquierdo;3052 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4518380615313 -34.5473702396599,-58.4513465176959 -34.5474439971337))";47485;"BAVIO, ERNESTO A.";CALLE;2037;506;27-138;izquierdo;3102 - 3150;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4524366663875 -34.5472827141908,-58.4519577883671 -34.5473546160527))";47486;"BAVIO, ERNESTO A.";CALLE;2037;495;27-139;izquierdo;3152 - 3190;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4154763463325 -34.6184475614533,-58.4164028613931 -34.6185564259732,-58.4165884933962 -34.6185801494164))";47487;AGRELO;CALLE;1018;14047;28-002;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4177443603778 -34.6124374121337,-58.4168964508069 -34.612228132028))";47488;DON BOSCO;CALLE;4084;12333;28-008;izquierdo;3602 - 3700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4138931916207 -34.6206435565943,-58.4139855025367 -34.6197733299065))";47489;LINIERS VIRREY;CALLE;12114;14620;28-009;izquierdo;702 - 800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4142139733416 -34.6182988759193,-58.4152137539336 -34.6184162896412))";47490;AGRELO;CALLE;1018;13982;28-010;izquierdo;3402 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4140099753347 -34.6195256778706,-58.4141324279486 -34.6183849808669))";47491;LINIERS VIRREY;CALLE;12114;14327;28-010;izquierdo;602 - 700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4096299327467 -34.6247661724038,-58.4091614063469 -34.6247147610448,-58.4089501421966 -34.6246903547136))";47492;SAN JUAN AV.;AVENIDA;20040;15724;30-050;derecho;3101 - 3151;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4102682114526 -34.6248435804563,-58.4098188942672 -34.6247923693311,-58.4097543870118 -34.6247837530562))";47493;SAN JUAN AV.;AVENIDA;20040;15751;30-051;derecho;3153 - 3199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4141635365729 -34.6181327429753,-58.4142521622784 -34.6172620071899))";47494;LINIERS VIRREY;CALLE;12114;13947;28-011;izquierdo;538 - 600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4144202109756 -34.6154128257048,-58.4145484290026 -34.6144144415319))";47495;LINIERS VIRREY;CALLE;12114;13152;28-013;izquierdo;302 - 400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4145998322318 -34.6141767782724,-58.4148032699015 -34.6131880575599))";47496;LINIERS VIRREY;CALLE;12114;12797;28-015;izquierdo;202 - 300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4148840310643 -34.6129459333855,-58.4153246357055 -34.6120045737298))";47497;LINIERS VIRREY;CALLE;12114;12467;28-016;izquierdo;102 - 200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
