WKT;id;calle;tipo_calle;codigo_calle;id_eje;sm;lado;altura;paridad;regla_general_id;regla_general;horario_regla_general_id;horario_regla_general;normativa_id;normativa;horario_normativa_id;horario_normativa;tarifa
"MULTILINESTRING ((-58.478217519938 -34.545923381549,-58.4778993940914 -34.5465868164666))";93;ZAPIOLA;CALLE;27008;446;43-119;izquierdo;4302 - 4400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4773803693114 -34.5454539228553,-58.4777071414118 -34.5447871641207))";94;CONESA;CALLE;3155;361;43-120;izquierdo;4402 - 4500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4786211205648 -34.5450945276302,-58.4783218808637 -34.5457029671778,-58.478295862946 -34.5457572574458))";95;ZAPIOLA;CALLE;27008;387;43-120;izquierdo;4402 - 4500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4781839899007 -34.5439464957892,-58.4789876592587 -34.5442117538682))";96;ARIAS;CALLE;1111;285;43-121;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4777856555392 -34.5446217680306,-58.4781027564292 -34.543974728092))";97;CONESA;CALLE;3155;311;43-121;izquierdo;4502 - 4600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4786210397515 -34.5449573904264,-58.4784903793491 -34.5449129495292,-58.4778204609876 -34.5446881123229))";98;RAMALLO;CALLE;19002;327;43-121;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4790244467792 -34.5442793438124,-58.4787041525655 -34.5449306119701))";99;ZAPIOLA;CALLE;27008;328;43-121;izquierdo;4502 - 4600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4781817242453 -34.5438112242705,-58.4785044679867 -34.543152632932))";100;CONESA;CALLE;3155;266;43-122;izquierdo;4602 - 4700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4794266302183 -34.5434553567323,-58.4792735123421 -34.5437708886245,-58.4791040123014 -34.5441155223593))";101;ZAPIOLA;CALLE;27008;286;43-122;izquierdo;4602 - 4700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4789953634982 -34.542288970813,-58.4797947983189 -34.5425546749139))";102;PICO;CALLE;17074;182;43-123;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4785846266514 -34.5429869360496,-58.4789116517261 -34.5423194977184))";103;CONESA;CALLE;3155;220;43-123;izquierdo;4702 - 4800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4794237099175 -34.5433188195632,-58.4786201842208 -34.5430551418001))";104;DEHEZA;CALLE;4017;236;43-123;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4798285148007 -34.5426239906362,-58.4795055805933 -34.5432894026261))";105;ZAPIOLA;CALLE;27008;237;43-123;izquierdo;4702 - 4800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4740828365847 -34.5497900297742,-58.4747981825539 -34.5501685650626))";106;MANZANARES;CALLE;13026;816;43-127;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4742560846324 -34.5508827925919,-58.4737240759962 -34.5506060445739,-58.4735419957101 -34.5505110029212))";107;JARAMILLO;CALLE;10005;905;43-127;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4747633927064 -34.5485611943867,-58.4755583121217 -34.5488274897606))";108;PAROISSIEN;CALLE;17024;641;43-129;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4755686557832 -34.546912107824,-58.476316698335 -34.5471622498149,-58.4763670483877 -34.547178875243))";109;BESARES;CALLE;2073;480;43-131;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.475996016205 -34.5479361336784,-58.4752011033356 -34.5476660663744))";110;VILELA;CALLE;23062;550;43-131;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4316836434527 -34.6620538940169,-58.4309565472297 -34.6616542981441,-58.4308276611087 -34.6615818868494))";111;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25406;46-007;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4314916882482 -34.6607568130063,-58.432329997288 -34.6611394233508,-58.4324428148821 -34.6611907663045))";112;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25301;46-009;derecho;2501 - 2599;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4763778107605 -34.545252858441,-58.4771780834359 -34.5455232556217))";113;CORREA;CALLE;3169;360;43-133;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4768047762943 -34.5462852430841,-58.4760044300424 -34.5460187872575))";114;RUIZ HUIDOBRO;CALLE;19093;419;43-133;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4771886811586 -34.5436120290757,-58.477986147965 -34.5438752662475))";115;ARIAS;CALLE;1111;265;43-135;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4776213845315 -34.5446190519964,-58.4768226854393 -34.5443509674218))";116;RAMALLO;CALLE;19002;310;43-135;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.477995040099 -34.5419578421272,-58.4785822124565 -34.5421497169756,-58.4787966659441 -34.5422210051521))";117;PICO;CALLE;17074;166;43-137;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4784204405225 -34.5429897781267,-58.4777834099632 -34.5427807805595,-58.4776236933924 -34.5427280846369))";118;DEHEZA;CALLE;4017;219;43-137;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4378970085568 -34.655789185259,-58.4371502123831 -34.6552070245208))";119;"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";AVENIDA;3195;24293;46-015;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4306012434179 -34.6614541592659,-58.4298365720329 -34.6610243204264,-58.4297525772956 -34.6609772706904))";120;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25324;46-025;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4303784187422 -34.6602196724703,-58.4312873164829 -34.6606344520022))";121;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25218;46-027;derecho;2401 - 2499;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.471973145551 -34.5509232064372,-58.4719835122942 -34.5509096757979,-58.4725503931606 -34.5501668961695))";122;VIDAL;CALLE;23049;911;43-140;izquierdo;3602 - 3700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4726725563187 -34.5500057588106,-58.4730463867791 -34.549515915055))";123;VIDAL;CALLE;23049;796;43-141;izquierdo;3702 - 3790;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4733695926678 -34.550418820796,-58.4726944276627 -34.5500664718745))";124;JARAMILLO;CALLE;10005;851;43-141;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4295579348847 -34.6608691102212,-58.4287122719839 -34.6603952370089))";125;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25246;46-043;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4737729810614 -34.5482287047877,-58.4738327666864 -34.548248623979,-58.474565463087 -34.5484939779929))";126;PAROISSIEN;CALLE;17024;600;43-142;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4732825681365 -34.5490851163552,-58.4736847670515 -34.5482758641315))";127;VIDAL;CALLE;23049;715;43-142;izquierdo;3802 - 3900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4745986807586 -34.548572730128,-58.4742496511787 -34.5492803644716))";128;CRAMER;CALLE;3189;747;43-142;izquierdo;3802 - 3900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4737731561791 -34.5480933411647,-58.4741011249448 -34.5474271556569))";129;VIDAL;CALLE;23049;567;43-143;izquierdo;3902 - 4000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4750045494002 -34.5477355517853,-58.4746818289932 -34.5483977954393))";130;CRAMER;CALLE;3189;601;43-143;izquierdo;3902 - 4000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4745838467473 -34.546575071058,-58.4749258220051 -34.5466957099784,-58.4753705191499 -34.5468443665045))";131;BESARES;CALLE;2073;458;43-144;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4741817675449 -34.5472618960743,-58.4742011081832 -34.5472225949823,-58.4745017370535 -34.5466058297125))";132;VIDAL;CALLE;23049;489;43-144;izquierdo;4002 - 4100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4750028961872 -34.5475986233452,-58.47459300272 -34.547459381169,-58.4742156098473 -34.547329518576))";133;VILELA;CALLE;23062;527;43-144;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4754058060117 -34.5469154820976,-58.4750862912011 -34.5475711348827))";134;CRAMER;CALLE;3189;528;43-144;izquierdo;4002 - 4100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4745838951748 -34.5464424586727,-58.4749040902948 -34.5457853985305))";135;VIDAL;CALLE;23049;430;43-145;izquierdo;4102 - 4200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4292028117071 -34.6597134505081,-58.4292704384849 -34.6597433736358,-58.4301146252753 -34.6601286252321))";136;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25134;46-045;derecho;2301 - 2399;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4758066812307 -34.5460853516488,-58.4754828844515 -34.5467497949453))";137;CRAMER;CALLE;3189;459;43-145;izquierdo;4102 - 4200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4749614787201 -34.5456596940504,-58.4751232075572 -34.5453278957121))";138;VIDAL;CALLE;23049;376;43-146A;izquierdo;4202 - 4250;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4758062759976 -34.5459485293681,-58.4755112611365 -34.5458503074124,-58.4750160638918 -34.5456864974195))";139;RUIZ HUIDOBRO;CALLE;19093;392;43-146A;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4760247415433 -34.5456279296269,-58.4758634921827 -34.5459588276626))";140;CRAMER;CALLE;3189;393;43-146A;izquierdo;4202 - 4250;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4753875723865 -34.5449224963195,-58.4761762633003 -34.5451890138079))";141;CORREA;CALLE;3169;342;43-146B;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.475163072983 -34.5452455061064,-58.475242870773 -34.5450818314068,-58.4753271780032 -34.5449072267753))";142;VIDAL;CALLE;23049;346;43-146B;izquierdo;4252 - 4300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.476229370488 -34.5452119055665,-58.4760662849659 -34.5455466351667))";143;CRAMER;CALLE;3189;368;43-146B;izquierdo;4252 - 4300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4753940208788 -34.5447834849506,-58.4757150872815 -34.5441188729346))";144;VIDAL;CALLE;23049;320;43-147;izquierdo;4302 - 4400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4284783153956 -34.6602661459395,-58.4284044241788 -34.6602247618648,-58.4275082438896 -34.6597232399148))";145;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25158;46-060;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4279184821008 -34.6591439769733,-58.4289833975626 -34.6596153266653))";146;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25063;46-062;derecho;2201 - 2299;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4352585586166 -34.6536182530017,-58.4360193377692 -34.6542189929395))";147;"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";AVENIDA;3195;23954;46-051Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4766225185975 -34.5444230295709,-58.4763256413351 -34.5450219646817,-58.476293785644 -34.5450873453879))";148;CRAMER;CALLE;3189;343;43-147;izquierdo;4302 - 4400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4761860902575 -34.5432760271374,-58.4769906320062 -34.5435416363351))";149;ARIAS;CALLE;1111;246;43-148;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4359013805694 -34.6543184622169,-58.4351332568913 -34.6537099841399))";150;"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";AVENIDA;3195;27434;46-051;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4359874468043 -34.6542569707283,-58.4352193230638 -34.6536484931872))";151;"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";AVENIDA;3195;27434;46-051Z;izquierdo;2302 - 2400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4757899061462 -34.5439530230373,-58.4760996676169 -34.5433119046182))";152;VIDAL;CALLE;23049;276;43-148;izquierdo;4402 - 4500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4766213028568 -34.5442880744578,-58.4765705347797 -34.5442710154492,-58.4758253000432 -34.5440214604051))";153;RAMALLO;CALLE;19002;293;43-148;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4770255782111 -34.5436179338507,-58.476707244006 -34.5442601259762))";154;CRAMER;CALLE;3189;294;43-148;izquierdo;4402 - 4500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4273067761655 -34.6596023949994,-58.4269636505453 -34.6594103699632,-58.4265344812671 -34.659170276214))";155;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;25047;46-074;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4345952862831 -34.6530945035241,-58.4350890832461 -34.6534844242039))";156;"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";AVENIDA;3195;23748;46-068Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4272493351957 -34.6583539517737,-58.4273100598323 -34.6583097192679,-58.4278583879488 -34.6579210043542,-58.4279160050776 -34.657879572904))";157;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24850;46-075;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4280824584859 -34.6577615066474,-58.4286959399021 -34.6573201992676,-58.4287425048033 -34.657286871226))";158;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24735;46-076;izquierdo;3202 - 3300;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4289095380553 -34.6571668099619,-58.4289361328887 -34.657147779225,-58.4295140295254 -34.6567307550834,-58.4295818035566 -34.6566786765887))";159;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24603;46-077;izquierdo;3102 - 3200;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4256852671827 -34.6600685366582,-58.4251337815356 -34.6607479183129))";160;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;25236;46-073;derecho;3501 - 3599;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4264051710772 -34.6591831295711,-58.4258267509137 -34.6598955769178))";161;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;25095;46-074;derecho;3421 - 3499;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4350545251907 -34.6535191614397,-58.4345525362676 -34.6531214992588))";162;"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";AVENIDA;3195;27435;46-068Z;izquierdo;2202 - 2300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4761770925477 -34.5431494337282,-58.4763406625295 -34.5428107591473,-58.476496573789 -34.5424911271009))";163;VIDAL;CALLE;23049;226;43-149;izquierdo;4502 - 4600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4774274760121 -34.5427982996535,-58.477377286802 -34.5429026016372,-58.4771034205533 -34.5434552377236))";164;CRAMER;CALLE;3189;247;43-149;izquierdo;4502 - 4600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4769889284202 -34.5416268209693,-58.4777950904813 -34.5418901711813))";165;PICO;CALLE;17074;151;43-150;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4248209730633 -34.6593621679594,-58.4256402705065 -34.6598699195918))";166;BERON DE ASTRADA;CALLE;2067;25094;46-082;derecho;2001 - 2099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4263152500156 -34.6590504288087,-58.4254683965901 -34.6585767017183))";167;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;24968;46-082;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4258803651508 -34.6582313183379,-58.4267135594897 -34.6586001370457))";168;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;24904;46-083A;derecho;2001 - 2099;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.426824891839 -34.6586598911531,-58.4274725089881 -34.6589463952432))";169;"RABANAL, FRANCISCO, INTENDENTE AV.";AVENIDA;19057;24973;46-083B;derecho;2101 - 2199;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4268275244822 -34.6586642899776,-58.4271408411899 -34.6584362129556))";170;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24905;46-083B;izquierdo;3402 - 3420;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4774238039635 -34.5426606296972,-58.4766152521273 -34.5423938406231))";171;DEHEZA;CALLE;4017;200;43-150;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4280243870569 -34.6577062139062,-58.4286378683729 -34.6572649068144,-58.4286844332664 -34.6572315787948))";172;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24735;46-085;derecho;3201 - 3299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4267557987455 -34.6586209974155,-58.4270691154864 -34.6583929205762))";173;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24905;46-083A;derecho;3401 - 3419;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4271940737608 -34.6583012780735,-58.4272547983883 -34.6582570455949,-58.4278031264155 -34.6578683309263,-58.4278607435353 -34.6578268995018))";174;"BONORINO, ESTEBAN, CNEL. AV.";AVENIDA;2099;24850;46-084;derecho;3301 - 3399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4247719288726 -34.6594225608578,-58.4255912266105 -34.659930312815))";175;BERON DE ASTRADA;CALLE;2067;25094;46-081;izquierdo;2002 - 2100;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4246633964617 -34.6594315541379,-58.424178349434 -34.6600290039806,-58.4241280315381 -34.6600912127005))";176;CHARRUA;CALLE;3221;25124;46-081;derecho;3601 - 3699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4253496409734 -34.658586148333,-58.4247987764852 -34.6592645710825))";177;CHARRUA;CALLE;3221;24999;46-082;derecho;3501 - 3599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4778354129562 -34.5419655685081,-58.4775132149742 -34.5426345809395))";178;CRAMER;CALLE;3189;201;43-150;izquierdo;4602 - 4700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
