calle,x0,y0,hora,cantidad
OLIVERA AV. 187,-58.487032,-34.637596,10,2
SAN MARTIN AV. 1844,-58.454414,-34.605652,18,9
PASEO COLON AV. 400,-58.368952,-34.612207,8,19
RIVADAVIA AV. 9618,-58.499769,-34.637578,16,5
SUAREZ 1635,-58.373758,-34.638502,12,12
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,20,13
PASEO COLON AV. 400,-58.368952,-34.612207,18,4
CALLAO AV. 681,-58.392623,-34.601114,11,3
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,6,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,20,18
PUEYRREDON AV. 870,-58.404389,-34.600218,15,6
SAN MARTIN AV. 1844,-58.454414,-34.605652,7,8
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,2,1
SANTA FE AV. 4650,-58.425858,-34.578448,3,1
FOREST AV. 634,-58.454309,-34.584925,6,7
BOEDO AV. 965,-58.416231,-34.624996,15,12
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,17,7
PASEO COLON AV. 400,-58.368952,-34.612207,19,2
PUEYRREDON AV. 870,-58.404389,-34.600218,1,2
CALLAO AV. 858,-58.39311,-34.599002,16,37
BOEDO AV. 965,-58.416231,-34.624996,9,9
BOEDO AV. 965,-58.416231,-34.624996,10,9
CORDOBA AV. 2801,-58.407164,-34.597965,12,5
SAN MARTIN AV. 1844,-58.454414,-34.605652,2,2
CALLAO AV. 1588,-58.391201,-34.591009,16,25
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,18,16
ENTRE RIOS AV. 926,-58.391557,-34.619431,0,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,1,3
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,20,14
SANTA FE AV. 1483,-58.388215,-34.595676,12,7
GAONA AV. 2300,-58.459429,-34.613877,8,6
PUEYRREDON AV. 214,-58.406212,-34.607467,20,17
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,15,1
CORRIENTES AV. 6210,-58.448402,-34.591075,1,1
BELGRANO AV. 3218,-58.411416,-34.615436,20,19
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,9,20
PUEYRREDON AV. 768,-58.404705,-34.601207,16,8
PUEYRREDON AV. 214,-58.406212,-34.607467,17,27
CORDOBA AV. 3647,-58.417813,-34.597727,20,8
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,1,2
VEDIA 3438,-58.86039,-34.544242,9,6
PUEYRREDON AV. 214,-58.406212,-34.607467,19,16
SUAREZ 1635,-58.373758,-34.638502,15,14
CALLAO AV. 337,-58.392133,-34.605181,2,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,2,2
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,0,2
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,19,4
CORDOBA AV. 1431,-58.387335,-34.599232,18,5
VARELA AV. 2779,-58.438057,-34.655973,10,3
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,13,1
PUEYRREDON AV. 768,-58.404705,-34.601207,17,1
GAONA AV. 2300,-58.459429,-34.613877,20,10
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,14,13
RIVADAVIA AV. 10524,-58.511786,-34.639436,15,2
BOEDO AV. 965,-58.416231,-34.624996,15,20
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,14,20
SANTA FE AV. 2622,-58.403884,-34.594047,10,5
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,14,31
SANTA FE AV. 3889,-58.418132,-34.583669,10,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,14,1
PUEYRREDON AV. 367,-58.40571,-34.605973,0,1
PUEYRREDON AV. 350,-58.405942,-34.606096,10,5
CORDOBA AV. 4471,-58.428774,-34.594989,11,29
PUEYRREDON AV. 870,-58.404389,-34.600218,10,3
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,10,7
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,14,6
CALLAO AV. 337,-58.392133,-34.605181,8,2
ENTRE RIOS AV. 926,-58.391557,-34.619431,7,1
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,1,2
SANTA FE AV. 2622,-58.403884,-34.594047,16,4
CORDOBA AV. 3143,-58.410998,-34.597969,20,1
PUEYRREDON AV. 768,-58.404705,-34.601207,10,1
DE LA TORRE LISANDRO 663,-58.520368,-34.646059,19,2
RIVADAVIA AV. 6626,-58.459176,-34.62777,14,6
CABILDO AV. 1716,-58.453855,-34.565367,7,5
BELGRANO AV. 324,-58.370911,-34.61249,5,1
LIMA 1365,-58.381495,-34.624262,8,5
PUEYRREDON AV. 768,-58.404705,-34.601207,15,5
VEDIA 3438,-58.86039,-34.544242,11,8
CORRIENTES AV. 3022,-58.408125,-34.604302,7,6
SUAREZ 1635,-58.373758,-34.638502,5,1
NAZCA AV. 479,-58.471328,-34.626678,6,6
ROCA CNEL. AV. 5870,-58.460539,-34.689402,10,2
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,7,5
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,12,1
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,0,2
SANTA FE AV. 4650,-58.425858,-34.578448,10,6
ENTRE RIOS AV. 1818,-58.390787,-34.629623,19,1
CORDOBA AV. 4471,-58.428774,-34.594989,11,33
CALLAO AV. 1588,-58.391201,-34.591009,11,8
PASEO COLON AV. 400,-58.368952,-34.612207,15,1
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,17,9
CALLAO AV. 681,-58.392623,-34.601114,18,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,11,4
VEDIA 3438,-58.86039,-34.544242,13,5
ENTRE RIOS AV. 1818,-58.390787,-34.629623,8,18
RIVADAVIA AV. 6626,-58.459176,-34.62777,15,9
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,0,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,0,6
CALLAO AV. 337,-58.392133,-34.605181,15,4
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,17,12
ENTRE RIOS AV. 1818,-58.390787,-34.629623,7,5
CORDOBA AV. 1980,-58.395434,-34.599776,2,1
PUEYRREDON AV. 459,-58.405495,-34.60505,6,3
AVELLANEDA AV. 1825,-58.456423,-34.621237,15,31
BELGRANO AV. 3218,-58.411416,-34.615436,7,21
SAN MARTIN AV. 1844,-58.454414,-34.605652,9,18
ENTRE RIOS AV. 926,-58.391557,-34.619431,18,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,18,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,19,4
ENTRE RIOS AV. 678,-58.391572,-34.616551,12,4
RIVADAVIA AV. 9618,-58.499769,-34.637578,17,8
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,3,2
CALLAO AV. 337,-58.392133,-34.605181,14,7
CORRIENTES AV. 3022,-58.408125,-34.604302,14,24
RIVADAVIA AV. 4987,-58.43608,-34.618047,15,15
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,15,5
SANTA FE AV. 2622,-58.403884,-34.594047,17,4
LIMA 1365,-58.381495,-34.624262,14,5
CORDOBA AV. 1431,-58.387335,-34.599232,13,1
CORDOBA AV. 1147,-58.383217,-34.599039,13,2
PASEO COLON AV. 753,-58.369509,-34.616769,15,27
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,20,4
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,14,8
RIVADAVIA AV. 4987,-58.43608,-34.618047,13,10
SANTA FE AV. 2622,-58.403884,-34.594047,17,3
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,8,22
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,18,6
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,11,5
AVELLANEDA AV. 1825,-58.456423,-34.621237,8,38
AVELLANEDA AV. 1825,-58.456423,-34.621237,2,1
GAONA AV. 2300,-58.459429,-34.613877,2,2
PUEYRREDON AV. 459,-58.405495,-34.60505,5,1
PUEYRREDON AV. 367,-58.40571,-34.605973,5,1
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,19,27
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,12,6
CORDOBA AV. 3647,-58.417813,-34.597727,19,7
CORDOBA AV. 1147,-58.383217,-34.599039,16,6
LARREA 477,-58.402156,-34.603736,9,12
CABILDO AV. 1716,-58.453855,-34.565367,17,13
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,20,1
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,16,24
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,17,10
AVELLANEDA AV. 1825,-58.456423,-34.621237,5,1
LIMA 281,-58.381872,-34.611723,10,15
SANTA FE AV. 2622,-58.403884,-34.594047,15,6
ROCA CNEL. AV. 5870,-58.460539,-34.689402,9,4
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,14,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,5,6
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,12,4
ENTRE RIOS AV. 678,-58.391572,-34.616551,10,2
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,14,9
AVELLANEDA AV. 2924,-58.471929,-34.626563,14,9
RIVADAVIA AV. 10524,-58.511786,-34.639436,12,3
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,4,2
BELGRANO AV. 324,-58.370911,-34.61249,7,13
CORRIENTES AV. 5220,-58.439127,-34.59969,18,16
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,6,2
PUEYRREDON AV. 350,-58.405942,-34.606096,17,3
SANTA FE AV. 3889,-58.418132,-34.583669,2,1
CORDOBA AV. 2801,-58.407164,-34.597965,16,19
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,11,6
PUEYRREDON AV. 1418,-58.402311,-34.594121,16,22
PASEO COLON AV. 753,-58.369509,-34.616769,15,23
BOEDO AV. 965,-58.416231,-34.624996,18,21
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,17,1
PASEO COLON AV. 400,-58.368952,-34.612207,14,5
RIVADAVIA AV. 4987,-58.43608,-34.618047,10,7
CORRIENTES AV. 3022,-58.408125,-34.604302,16,12
CALLAO AV. 858,-58.39311,-34.599002,6,6
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,13,2
OLIVERA AV. 187,-58.487032,-34.637596,13,1
FOREST AV. 634,-58.454309,-34.584925,19,16
CORDOBA AV. 4570,-58.429776,-34.594591,14,23
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,13,5
GAONA AV. 2300,-58.459429,-34.613877,2,2
ENTRE RIOS AV. 326,-58.391646,-34.613,19,6
SANTA FE AV. 3889,-58.418132,-34.583669,19,4
CORDOBA AV. 3647,-58.417813,-34.597727,20,6
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,16,2
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,18,2
SANTA FE AV. 3889,-58.418132,-34.583669,0,2
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,9,20
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,14,3
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,7,1
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,15,7
SAN MARTIN AV. 1844,-58.454414,-34.605652,12,16
RIVADAVIA AV. 9618,-58.499769,-34.637578,15,9
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,12,3
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,12,1
PASEO COLON AV. 400,-58.368952,-34.612207,15,1
RIVADAVIA AV. 7218,-58.467187,-34.630203,1,2
SANTA FE AV. 1483,-58.388215,-34.595676,9,1
CALLAO AV. 1588,-58.391201,-34.591009,8,22
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,12,27
ENTRE RIOS AV. 326,-58.391646,-34.613,10,22
SANTA FE AV. 1483,-58.388215,-34.595676,13,9
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,8,4
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,10,10
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,10,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,16,1
SANTA FE AV. 1483,-58.388215,-34.595676,10,2
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,4,1
FOREST AV. 634,-58.454309,-34.584925,16,37
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,10,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,8,31
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,11,1
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,7,1
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,17,1
NAZCA AV. 479,-58.471328,-34.626678,9,16
RIVADAVIA AV. 4987,-58.43608,-34.618047,9,9
CALLAO AV. 858,-58.39311,-34.599002,3,1
ENTRE RIOS AV. 326,-58.391646,-34.613,13,14
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,0,2
CALLAO AV. 858,-58.39311,-34.599002,14,18
BOEDO AV. 965,-58.416231,-34.624996,11,5
RIVADAVIA AV. 7218,-58.467187,-34.630203,0,5
SAN JUAN AV. 1119,-58.381832,-34.622096,1,1
PUEYRREDON AV. 214,-58.406212,-34.607467,18,6
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,11,8
CALLAO AV. 858,-58.39311,-34.599002,19,6
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,5,5
CALLAO AV. 1588,-58.391201,-34.591009,7,7
PASEO COLON AV. 753,-58.369509,-34.616769,12,15
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,18,6
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,19,6
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,19,5
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,8,1
CALLAO AV. 858,-58.39311,-34.599002,11,31
PUEYRREDON AV. 870,-58.404389,-34.600218,11,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,5,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,0,13
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,3,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,14,5
LARREA 477,-58.402156,-34.603736,19,1
NAZCA AV. 479,-58.471328,-34.626678,13,39
CORRIENTES AV. 6210,-58.448402,-34.591075,10,11
CALLAO AV. 858,-58.39311,-34.599002,17,28
RIVADAVIA AV. 6626,-58.459176,-34.62777,11,7
CORRIENTES AV. 5220,-58.439127,-34.59969,1,2
PASEO COLON AV. 753,-58.369509,-34.616769,1,1
AVELLANEDA AV. 2924,-58.471929,-34.626563,11,1
ENTRE RIOS AV. 326,-58.391646,-34.613,18,10
SUAREZ 1635,-58.373758,-34.638502,2,1
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,13,18
CORDOBA AV. 2149,-58.398175,-34.599668,12,2
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,14,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,14,7
PUEYRREDON AV. 350,-58.405942,-34.606096,6,2
LARREA 477,-58.402156,-34.603736,4,1
RIVADAVIA AV. 7218,-58.467187,-34.630203,1,1
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,12,12
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,10,1
FOREST AV. 634,-58.454309,-34.584925,10,3
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,20,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,9,1
ENTRE RIOS AV. 326,-58.391646,-34.613,16,1
CORRIENTES AV. 3022,-58.408125,-34.604302,11,1
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,12,1
RIVADAVIA AV. 10524,-58.511786,-34.639436,7,3
VEDIA 3438,-58.86039,-34.544242,8,1
AVELLANEDA AV. 2924,-58.471929,-34.626563,19,1
CORRIENTES AV. 6210,-58.448402,-34.591075,10,1
CABILDO AV. 1716,-58.453855,-34.565367,15,2
RIVADAVIA AV. 2775,-58.405518,-34.610013,15,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,18,1
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,12,1
LIMA 281,-58.381872,-34.611723,11,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,14,3
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,14,2
LIMA 281,-58.381872,-34.611723,13,1
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,14,3
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,13,6
RIVADAVIA AV. 2775,-58.405518,-34.610013,13,1
SANTA FE AV. 3889,-58.418132,-34.583669,19,1
CORRIENTES AV. 3022,-58.408125,-34.604302,20,1
RIVADAVIA AV. 2775,-58.405518,-34.610013,20,1
BELGRANO AV. 324,-58.370911,-34.61249,12,2
CORDOBA AV. 4471,-58.428774,-34.594989,17,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,11,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,12,6
RIVADAVIA AV. 10524,-58.511786,-34.639436,15,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,10,2
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,12,1
CORRIENTES AV. 3022,-58.408125,-34.604302,8,1
RIVADAVIA AV. 2775,-58.405518,-34.610013,19,1
ROSARIO 21,-58.429075,-34.618311,19,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,15,4
PASEO COLON AV. 400,-58.368952,-34.612207,14,2
LIMA 281,-58.381872,-34.611723,9,1
SAN JUAN AV. 1119,-58.381832,-34.622096,13,1
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,17,1
GAONA AV. 2300,-58.459429,-34.613877,10,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,14,1
AVELLANEDA AV. 2924,-58.471929,-34.626563,14,2
ROSARIO 21,-58.429075,-34.618311,19,1
GAONA AV. 2300,-58.459429,-34.613877,9,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,16,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,8,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,8,4
RIVADAVIA AV. 10524,-58.511786,-34.639436,17,6
RIVADAVIA AV. 10524,-58.511786,-34.639436,12,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,9,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,17,3
RIVADAVIA AV. 10524,-58.511786,-34.639436,9,5
RIVADAVIA AV. 10524,-58.511786,-34.639436,18,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,11,3
RIVADAVIA AV. 10524,-58.511786,-34.639436,16,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,16,7
CORRIENTES AV. 5220,-58.439127,-34.59969,8,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,10,1
RIVADAVIA AV. 2775,-58.405518,-34.610013,11,1
PASEO COLON AV. 753,-58.369509,-34.616769,15,2
CORRIENTES AV. 6210,-58.448402,-34.591075,9,2
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,14,2
RIVADAVIA AV. 10524,-58.511786,-34.639436,10,7
RIVADAVIA AV. 10524,-58.511786,-34.639436,20,1
RIVADAVIA AV. 10524,-58.511786,-34.639436,9,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,0,1
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,9,1
RIVADAVIA AV. 10524,-58.511786,-34.639436,9,6
RIVADAVIA AV. 10524,-58.511786,-34.639436,17,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,13,1
RIVADAVIA AV. 10524,-58.511786,-34.639436,8,1
RIVADAVIA AV. 10524,-58.511786,-34.639436,15,2
PUEYRREDON AV. 350,-58.405942,-34.606096,15,3
RIVADAVIA AV. 10524,-58.511786,-34.639436,18,1
RIVADAVIA AV. 10524,-58.511786,-34.639436,12,3
RIVADAVIA AV. 4987,-58.43608,-34.618047,16,2
SANTA FE AV. 4650,-58.425858,-34.578448,13,3
PASEO COLON AV. 400,-58.368952,-34.612207,13,1
CORRIENTES AV. 3022,-58.408125,-34.604302,8,1
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,10,1
CORDOBA AV. 4471,-58.428774,-34.594989,11,1
RIVADAVIA AV. 4987,-58.43608,-34.618047,9,1
VEDIA 3438,-58.86039,-34.544242,10,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,9,5
CORDOBA AV. 2149,-58.398175,-34.599668,8,1
PASEO COLON AV. 753,-58.369509,-34.616769,12,2
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,11,3
PUEYRREDON AV. 350,-58.405942,-34.606096,10,1
CASEROS AV. 3020,-58.406358,-34.637334,11,2
CASEROS AV. 3020,-58.406358,-34.637334,15,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,13,1
PASEO COLON AV. 400,-58.368952,-34.612207,10,1
GAONA AV. 2300,-58.459429,-34.613877,12,3
AVELLANEDA AV. 1825,-58.456423,-34.621237,6,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,7,2
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,13,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,17,2
ROCA CNEL. AV. 5870,-58.460539,-34.689402,4,1
VEDIA 3438,-58.86039,-34.544242,11,2
ROCA CNEL. AV. 5870,-58.460539,-34.689402,11,1
BELGRANO AV. 324,-58.370911,-34.61249,11,2
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,18,2
VARELA AV. 2779,-58.438057,-34.655973,17,1
SANTA FE AV. 1483,-58.388215,-34.595676,10,1
CORDOBA AV. 3647,-58.417813,-34.597727,8,2
PUEYRREDON AV. 350,-58.405942,-34.606096,18,1
PUEYRREDON AV. 768,-58.404705,-34.601207,12,1
PUEYRREDON AV. 768,-58.404705,-34.601207,14,1
PUEYRREDON AV. 768,-58.404705,-34.601207,10,1
PUEYRREDON AV. 768,-58.404705,-34.601207,16,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,7,1
CABILDO AV. 1716,-58.453855,-34.565367,0,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,13,4
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,7,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,14,2
CORDOBA AV. 2149,-58.398175,-34.599668,4,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,17,1
PASEO COLON AV. 753,-58.369509,-34.616769,11,1
PASEO COLON AV. 753,-58.369509,-34.616769,16,2
ROCA CNEL. AV. 5870,-58.460539,-34.689402,13,1
CORDOBA AV. 4471,-58.428774,-34.594989,13,1
GAONA AV. 2300,-58.459429,-34.613877,15,1
GAONA AV. 2300,-58.459429,-34.613877,11,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,15,1
SANTA FE AV. 2622,-58.403884,-34.594047,16,1
GAONA AV. 2300,-58.459429,-34.613877,12,2
VEDIA 3438,-58.86039,-34.544242,9,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,20,1
RIVADAVIA AV. 4987,-58.43608,-34.618047,13,4
LIMA 281,-58.381872,-34.611723,4,1
CORRIENTES AV. 3022,-58.408125,-34.604302,7,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,6,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,16,1
CALLAO AV. 337,-58.392133,-34.605181,14,1
CALLAO AV. 681,-58.392623,-34.601114,14,1
OLIVERA AV. 187,-58.487032,-34.637596,15,1
CORRIENTES AV. 6210,-58.448402,-34.591075,10,1
CABILDO AV. 1716,-58.453855,-34.565367,16,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,16,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,15,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,18,1
PASEO COLON AV. 753,-58.369509,-34.616769,13,1
VEDIA 3438,-58.86039,-34.544242,12,1
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,14,1
PASEO COLON AV. 753,-58.369509,-34.616769,8,2
PUEYRREDON AV. 768,-58.404705,-34.601207,0,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,16,2
PASEO COLON AV. 753,-58.369509,-34.616769,8,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,8,1
PASEO COLON AV. 753,-58.369509,-34.616769,12,3
ENTRE RIOS AV. 1818,-58.390787,-34.629623,14,1
ROSARIO 21,-58.429075,-34.618311,15,3
PASEO COLON AV. 753,-58.369509,-34.616769,9,1
PASEO COLON AV. 753,-58.369509,-34.616769,10,1
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,9,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,5,1
VARELA AV. 2779,-58.438057,-34.655973,10,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,9,1
ROCA CNEL. AV. 5870,-58.460539,-34.689402,6,1
VARELA AV. 2779,-58.438057,-34.655973,17,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,16,2
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,10,4
ROSARIO 21,-58.429075,-34.618311,10,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,18,1
BELGRANO AV. 324,-58.370911,-34.61249,14,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,14,1
PUEYRREDON AV. 350,-58.405942,-34.606096,0,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,10,1
SANTA FE AV. 1483,-58.388215,-34.595676,13,2
RIVADAVIA AV. 4987,-58.43608,-34.618047,17,1
VEDIA 3438,-58.86039,-34.544242,12,1
CORDOBA AV. 3329,-58.413685,-34.597847,19,1
DE LA TORRE LISANDRO 663,-58.520368,-34.646059,14,1
PUEYRREDON AV. 459,-58.405495,-34.60505,15,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,14,3
PUEYRREDON AV. 367,-58.40571,-34.605973,13,2
GAONA AV. 2300,-58.459429,-34.613877,17,2
SANTA FE AV. 1483,-58.388215,-34.595676,9,1
PUEYRREDON AV. 768,-58.404705,-34.601207,18,1
PUEYRREDON AV. 870,-58.404389,-34.600218,18,1
GAONA AV. 2300,-58.459429,-34.613877,8,1
RIVADAVIA AV. 4987,-58.43608,-34.618047,11,3
ROCA CNEL. AV. 5870,-58.460539,-34.689402,14,1
BELGRANO AV. 324,-58.370911,-34.61249,17,1
GAONA AV. 2300,-58.459429,-34.613877,10,3
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,10,2
OLIVERA AV. 187,-58.487032,-34.637596,7,1
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,12,1
BELGRANO AV. 324,-58.370911,-34.61249,10,1
PASEO COLON AV. 753,-58.369509,-34.616769,11,2
BELGRANO AV. 324,-58.370911,-34.61249,10,2
RIVADAVIA AV. 6626,-58.459176,-34.62777,16,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,10,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,12,1
